Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Ghana,Upper West,KyaSand Tech Gadgets,3,Asus,ZenBook Flip S UX371,HDD,Jonathan Miller,Repairs,20747,22803,Bank Transfer,543,2021-07-24,,0,8GB,766,Offline,High,4271,333,21344,500GB
North America,Illinois,Arlington Heights,A & A PCs,8,Toshiba,Tecra,HDD,Amanda Mitchell,New Sales,2707,5120,Finance,755,2024-01-07,,23699,16GB,696,Offline,High,0,670,3564,1TB
North America,Ohio,Canton,KyaSand Tech Gadgets,2,MSI,GE76 Raider,HDD,Mr. Nathan Douglas,New Sales,28624,31305,Bank Transfer,373,2022-11-25,,0,4GB,497,Offline,Medium,0,893,30340,256GB
North America,North Carolina,Durham,ABC Computers,1,Samsung,Notebook Odyssey,SSD,Brady Walton,Second-hand Sales,7181,12121,Cash,238,2021-09-03,,0,8GB,585,Offline,Medium,0,591,9350,500GB
North America,Ohio,Fairfield,GH PC Shop,5,Microsoft,Surface Hub,SSD,Melissa Fernandez,New Sales,23142,27493,Finance,772,2022-07-20,,42215,2GB,787,Offline,Medium,0,266,25453,256GB
Africa,Morocco,Fes,S & A Computer Place,3,Apple,Apple Macintosh SE,SSD,Adam Schwartz,Repairs,22128,24905,Cash,388,2023-07-10,2023-07-31,0,8GB,475,Online,Low,2493,36,24775,1TB
Africa,Ghana,Ashanti,Jacks Hardware,1,Samsung,Notebook 5,HDD,Krista Wu,Returns,13984,16172,Cash,608,2024-01-07,,0,4GB,502,Offline,Low,0,430,14323,500GB
Africa,Botswana,Kweneng,XYZ Tech,8,HP,Envy,SSD,Heather Singleton,Returns,16381,20934,Bank Transfer,123,2023-08-24,2023-08-25,0,2GB,567,Online,Medium,0,572,20805,500GB
North America,Florida,St. Petersburg,CK Tech Store,4,HP,Envy,SSD,Mary Kidd,Returns,15667,18454,Finance,145,2022-10-28,,23253,16GB,570,Offline,Low,0,381,17326,1TB
Africa,Nigeria,Rivers,ABC Computers,6,Asus,ProArt StudioBook Pro X,HDD,Jennifer Wolf,Second-hand Sales,8070,12502,Bank Transfer,678,2021-08-09,,0,2GB,460,Offline,High,0,169,12388,1TB
Africa,Nigeria,Enugu,Jacks Hardware,6,Apple,Apple PowerBook G4,HDD,Collin Bryant,Second-hand Sales,27763,32615,Finance,393,2023-11-09,2023-12-05,19910,2GB,686,Online,Medium,0,743,30215,1TB
Africa,Tanzania,Kagera,Western International PCs,4,Acer,ConceptD 5,HDD,Corey Rasmussen,New Sales,22050,24881,Bank Transfer,562,2022-12-29,,0,2GB,772,Offline,Low,0,114,22332,500GB
Africa,Tanzania,Katavi,Frankies Hardware and Software,10,Dell,Precision,SSD,Mitchell Atkins,Second-hand Sales,22491,26913,Bank Transfer,480,2022-12-21,2022-12-29,0,8GB,646,Online,High,0,924,26453,256GB
North America,Ohio,Reynoldsburg,Benjis Tech,10,Acer,Aspire 7,HDD,Mr. Nathan Douglas,Returns,15394,17594,Finance,887,2021-11-30,2021-12-19,42489,8GB,591,Online,Medium,0,290,16401,500GB
Africa,Morocco,Beni Mellal,Jacks Hardware,5,MSI,GP65 Leopard,HDD,Justin Kemp,New Sales,15116,18874,Cash,94,2022-12-15,2022-12-18,0,8GB,540,Online,Low,0,475,17251,1TB
Africa,Morocco,Casablanca,Greens Laptops and PCs,7,Samsung,Chromebook 4,HDD,Adam Schwartz,Repairs,12963,16792,Cash,270,2023-12-06,2023-12-13,0,8GB,409,Online,Medium,4894,143,14376,500GB
North America,North Carolina,Charlotte,DEF Machines,2,Apple,Apple Mac Mini,SSD,Eric Hall,New Sales,10367,14655,Finance,481,2023-06-24,,15362,16GB,629,Offline,Low,0,807,13924,256GB
Africa,Ethiopia,Oromia,Mini Tech,7,Microsoft,Surface Pro,SSD,Alexa Hopkins,Second-hand Sales,12192,14662,Cash,350,2021-09-19,2021-10-02,0,4GB,447,Online,Low,0,836,12631,500GB
Africa,Egypt,South Sinai,KyaSand Tech Gadgets,5,HP,ZBook,SSD,Kelly Christian,Second-hand Sales,14224,17264,Bank Transfer,109,2024-01-16,2024-01-21,0,16GB,618,Online,Medium,0,87,16520,1TB
North America,Georgia,Warner Robins,GHI Machines,7,HP,Spectre,SSD,Kimberly Smith,Repairs,23254,26676,Finance,943,2022-04-03,,30909,8GB,626,Offline,Medium,3371,902,24723,256GB
Africa,Morocco,Khemisset,ABC Computers,1,Toshiba,Dynabook,SSD,Gina Day,Repairs,20347,25166,Bank Transfer,64,2024-03-08,2024-03-10,0,4GB,752,Online,Low,4634,964,24432,256GB
Africa,Ghana,Volta,LJ Computers,10,Microsoft,Surface Hub,HDD,Stephen Harmon,New Sales,16888,20970,Finance,378,2021-07-20,2021-08-08,1342,16GB,668,Online,High,0,107,18117,256GB
North America,Florida,Coral Springs,Jacks Hardware,7,HP,ZBook,SSD,Raymond Larson,Returns,10903,14662,Cash,150,2023-08-15,,0,4GB,672,Offline,High,0,378,13439,1TB
North America,New York,Troy,S & A Computer Place,4,MSI,Alpha 15,SSD,Sean Guerrero,New Sales,25597,29656,Finance,924,2023-12-18,,366,2GB,833,Offline,Low,0,1000,27953,500GB
Africa,Tanzania,Iringa,Jacks Hardware,5,HP,Omen,SSD,Alicia Evans,Repairs,24049,26357,Finance,491,2022-10-31,2022-11-15,8479,4GB,447,Online,Medium,2261,248,24407,1TB
North America,Michigan,East Lansing,KyaSand Tech Gadgets,6,Lenovo,Legion 5,SSD,Elizabeth Martinez,Repairs,28349,32045,Finance,159,2021-09-08,,18869,4GB,547,Offline,High,2638,14,31610,1TB
North America,Ohio,Akron,LJ Computers,4,Microsoft,Surface Studio,SSD,Max Mccann,Returns,10653,14178,Cash,57,2022-01-28,2022-02-23,0,16GB,730,Online,Low,0,252,13471,256GB
Africa,Angola,Cuanza Norte,Greens Laptops and PCs,9,MSI,GP65 Leopard,HDD,Brian Clarke,New Sales,14696,18181,Cash,68,2022-03-01,,0,2GB,770,Offline,Medium,0,507,16519,500GB
North America,Georgia,Gainesville,KyaSand Tech Gadgets,4,Dell,XPS,HDD,Joe Thomas,Second-hand Sales,27832,30699,Finance,513,2023-12-11,2023-12-21,33850,4GB,565,Online,High,0,665,28623,1TB
Africa,Botswana,North-West,Frankies Hardware and Software,8,Acer,Aspire 5,HDD,Heather Singleton,New Sales,9514,12646,Finance,380,2023-01-31,,11491,2GB,462,Offline,High,0,741,12238,500GB
Africa,Angola,Uige,CK Tech Store,4,MSI,GF63 Thin,HDD,James Thornton,Returns,21692,25333,Finance,580,2022-01-31,2022-02-08,407,4GB,410,Online,High,0,653,22521,1TB
North America,Ohio,Hamilton,GHI Machines,8,Asus,ProArt StudioBook Pro X,HDD,Eric James,Second-hand Sales,11618,15865,Cash,389,2022-05-13,2022-05-15,0,8GB,601,Online,High,0,988,15568,500GB
Africa,Botswana,Central,Greens Laptops and PCs,4,HP,Elitebook,HDD,Sarah Riley,Repairs,28947,32203,Finance,945,2021-09-20,2021-09-23,46519,8GB,501,Online,Low,3332,433,30018,1TB
Africa,Angola,Malanje,Greens Laptops and PCs,1,Samsung,Chromebook 4,HDD,Hector Robertson,New Sales,4015,8985,Cash,713,2023-01-14,2023-01-20,0,4GB,836,Online,Medium,0,607,7659,500GB
Africa,Angola,Cuanza Sul,S & A Computer Place,4,HP,Pavilion,HDD,Lori Anderson,New Sales,17088,21949,Finance,47,2023-03-06,2023-03-21,20111,16GB,450,Online,Low,0,689,20943,500GB
North America,Ohio,Strongsville,Western International PCs,1,Microsoft,Surface Laptop,HDD,Molly Johns,Returns,4540,7900,Cash,320,2023-12-05,,0,4GB,629,Offline,High,0,848,6043,500GB
North America,Illinois,Des Plaines,ABC Computers,7,Microsoft,Surface Duo,HDD,Kathleen Robinson,Repairs,18392,22964,Finance,111,2023-06-09,2023-06-30,49529,16GB,530,Online,Low,3183,723,19824,256GB
North America,California,Anaheim,ABC Computers,6,HP,Omen,HDD,Alyssa Martinez,Repairs,18558,20810,Finance,577,2021-10-10,,492,4GB,689,Offline,Low,1464,813,19943,256GB
North America,Ohio,Akron,S & A Computer Place,4,Samsung,Galaxy Chromebook 2,SSD,Diamond Baker,New Sales,6310,10548,Finance,128,2022-01-10,,43689,2GB,712,Offline,High,0,209,10315,1TB
North America,Florida,Tallahassee,Western International PCs,5,Apple,Apple Macintosh Classic,HDD,Jordan Jensen,Second-hand Sales,19367,23353,Cash,641,2023-06-22,,0,8GB,653,Offline,Low,0,384,22165,500GB
Africa,Botswana,Kgatleng,GHI Machines,4,Apple,Apple Macintosh SE,SSD,Michael Byrd,New Sales,16601,20269,Finance,251,2021-04-01,2021-04-16,9460,4GB,444,Online,Low,0,943,19796,1TB
North America,Florida,Jacksonville,DEF Machines,8,Dell,OptiPlex,HDD,Tanya Mcclure,Repairs,3005,6324,Finance,170,2023-06-26,2023-07-03,11072,8GB,510,Online,High,3376,875,5663,500GB
North America,New York,Hempstead,ABC Computers,3,Apple,Apple Power Mac G5,SSD,Kelsey Olson,Second-hand Sales,6814,11201,Bank Transfer,0,2023-06-06,2023-06-24,0,4GB,440,Online,Medium,0,479,9296,256GB
North America,Pennsylvania,Easton,A & A PCs,9,Toshiba,Tecra,SSD,Michael Smith,Second-hand Sales,8155,11325,Bank Transfer,24,2022-07-04,2022-07-29,0,4GB,643,Online,Low,0,341,11123,256GB
Africa,Morocco,Azilal,Mini Tech,5,Asus,VivoBook Flip 14,SSD,Brian Johnson,Second-hand Sales,5742,8423,Cash,325,2022-02-25,,0,2GB,522,Offline,High,0,596,7198,256GB
Africa,Angola,Cuanza Norte,Mini Tech,2,Apple,Apple Macintosh SE,SSD,Kenneth Willis,Repairs,17447,20913,Bank Transfer,416,2021-03-30,,0,4GB,433,Offline,High,1313,562,20338,1TB
North America,Texas,Brownsville,A & A PCs,10,Lenovo,Legion 5,HDD,Michael Koch,Returns,14368,16764,Bank Transfer,749,2023-05-18,2023-06-11,0,4GB,807,Online,High,0,520,16277,256GB
Africa,South Africa,KwaZulu-Natal,Mini Tech,7,Acer,Chromebook Spin 311,HDD,Carol Smith,New Sales,22144,24566,Cash,637,2022-12-05,,0,16GB,827,Offline,Medium,0,63,22613,1TB
North America,Georgia,Alpharetta,Jacks Hardware,10,Toshiba,Dynabook,HDD,Jacqueline Rice,New Sales,22783,27342,Bank Transfer,279,2023-02-04,,0,16GB,767,Offline,Medium,0,219,26981,1TB
Africa,Egypt,Sharqia,A & A PCs,7,Acer,ConceptD 5,SSD,Christina Garza,Returns,28213,32183,Cash,104,2022-07-20,,0,16GB,738,Offline,High,0,965,28979,256GB
North America,Ohio,Euclid,DEF Machines,5,HP,Probook,SSD,Mr. Nathan Douglas,Repairs,12912,17493,Finance,235,2022-01-30,,16983,16GB,669,Offline,High,2011,473,16237,1TB
Africa,Botswana,Ghanzi,LJ Computers,6,MSI,P65 Creator,HDD,Karen Hale,New Sales,24876,27423,Finance,347,2023-03-02,,15072,16GB,633,Offline,Medium,0,288,26942,500GB
North America,Texas,Frisco,XYZ Tech,5,Toshiba,Qosmio,HDD,Laurie Wright,New Sales,9933,14337,Cash,516,2022-09-21,,0,8GB,655,Offline,High,0,207,13294,1TB
North America,Illinois,Arlington Heights,Frankies Hardware and Software,7,Apple,Apple PowerBook G4,HDD,Ashley Jones,Repairs,11163,14547,Bank Transfer,631,2022-06-06,2022-06-21,0,4GB,829,Online,High,3352,801,12533,256GB
Africa,Morocco,Chichaoua,Benjis Tech,8,HP,Omen,SSD,Amy Owens,New Sales,29921,33628,Cash,959,2022-01-26,,0,16GB,420,Offline,Low,0,656,30029,500GB
Africa,Tanzania,Tabora,Mini Tech,2,Dell,Inspiron,SSD,Mitchell Atkins,Returns,23496,27756,Bank Transfer,519,2021-11-15,,0,2GB,446,Offline,High,0,330,26456,500GB
Africa,Botswana,Southern,XYZ Tech,6,Microsoft,Surface Duo,SSD,Carrie Gonzalez,Returns,25988,28721,Finance,556,2022-03-25,,7137,16GB,804,Offline,Low,0,572,26231,1TB
North America,Illinois,Hoffman Estates,Western International PCs,9,HP,Omen,SSD,Ashley Jones,Repairs,4377,7140,Bank Transfer,145,2022-06-19,2022-07-02,0,2GB,640,Online,Low,2172,481,5321,256GB
North America,North Carolina,Raleigh,KyaSand Tech Gadgets,5,Microsoft,Surface Studio,HDD,Brittany Franklin,Returns,6813,9437,Finance,220,2023-04-13,,509,4GB,811,Offline,Medium,0,83,9274,1TB
North America,Florida,Fort Lauderdale,LJ Computers,9,Toshiba,Libretto,HDD,Tanya Mcclure,Second-hand Sales,12834,14889,Bank Transfer,583,2021-10-20,,0,2GB,633,Offline,Medium,0,480,14320,500GB
North America,Michigan,Novi,ABC Computers,10,Asus,TUF Gaming A15,SSD,Elizabeth Martinez,New Sales,12257,15131,Finance,875,2023-09-12,2023-10-04,8588,4GB,685,Online,Low,0,174,14648,256GB
Africa,Kenya,Kakamega,Ricks Computers,8,Microsoft,Surface Book,HDD,David Ellis,Returns,24911,29501,Cash,888,2024-01-01,2024-01-29,0,4GB,648,Online,Medium,0,534,28738,256GB
North America,Florida,Deltona,DEF Machines,10,Samsung,Notebook 5,HDD,Deborah Anderson MD,Second-hand Sales,16682,20575,Finance,573,2023-10-03,,46913,4GB,549,Offline,High,0,57,17389,500GB
Africa,Botswana,Central,ABC Computers,10,Microsoft,Surface Duo,SSD,Karen Hale,New Sales,25134,28875,Cash,643,2022-11-03,,0,4GB,629,Offline,Medium,0,259,26426,500GB
North America,Florida,Miami,Mini Tech,10,MSI,Modern 15,SSD,Mark Evans,Returns,3640,6557,Bank Transfer,999,2023-01-03,2023-01-12,0,16GB,446,Online,Medium,0,425,5037,256GB
North America,North Carolina,Greensboro,ABC Computers,7,Acer,Aspire 7,HDD,Calvin Rich,Second-hand Sales,8815,12145,Finance,161,2023-04-10,,32023,8GB,470,Offline,Medium,0,879,9408,500GB
Africa,Ethiopia,Amhara,A & A PCs,10,HP,Envy,SSD,Rachel Guerrero,New Sales,22948,27225,Cash,75,2021-03-24,2021-04-01,0,2GB,657,Online,Medium,0,54,27083,256GB
Africa,Nigeria,Lagos,KyaSand Tech Gadgets,7,HP,Probook,SSD,Brian Gonzales,Second-hand Sales,27871,31467,Cash,799,2023-06-17,2023-07-04,0,2GB,462,Online,High,0,203,29687,1TB
North America,Michigan,Grand Rapids,ABC Computers,4,Microsoft,Surface Studio,SSD,Kevin Padilla,Repairs,26274,30078,Bank Transfer,712,2024-01-23,2024-02-11,0,4GB,732,Online,High,1516,416,28853,500GB
Africa,Egypt,Minya,Jacks Hardware,7,Toshiba,Tecra,SSD,Robert Hudson,New Sales,27269,31260,Cash,864,2022-03-13,,0,16GB,616,Offline,Medium,0,116,28469,256GB
North America,Florida,Deltona,DEF Machines,5,Toshiba,Chromebook,SSD,Jordan Jensen,New Sales,14425,17960,Bank Transfer,247,2024-02-06,2024-02-12,0,2GB,843,Online,Low,0,555,14599,500GB
Africa,Tanzania,Pwani,ABC Computers,3,Dell,Vostro,HDD,Corey Rasmussen,Repairs,12534,16660,Cash,539,2023-05-31,2023-06-23,0,4GB,656,Online,High,3975,388,13406,500GB
North America,Michigan,Ypsilanti,ABC Computers,5,Acer,Aspire 7,HDD,Veronica Larson,New Sales,28788,32435,Finance,44,2021-11-25,,38195,8GB,825,Offline,High,0,370,31093,1TB
Africa,Angola,Lunda Norte,Benjis Tech,1,Microsoft,Surface Hub,HDD,Kenneth Willis,New Sales,16045,18090,Cash,153,2022-05-12,2022-05-31,0,8GB,586,Online,High,0,618,17439,1TB
North America,Michigan,Lansing,XYZ Tech,6,Samsung,Notebook 5,SSD,Michael Gomez,Repairs,12432,16722,Bank Transfer,251,2022-01-26,,0,16GB,627,Offline,High,1097,347,16675,500GB
Africa,South Africa,Free State,GH PC Shop,2,Samsung,Notebook Flash,SSD,Mrs. Barbara Davenport,Returns,20608,25506,Finance,422,2021-07-08,2021-07-11,24790,8GB,812,Online,Low,0,455,25276,256GB
North America,North Carolina,Raleigh,Mini Tech,7,Dell,XPS,HDD,Morgan Moore,Second-hand Sales,21308,24486,Bank Transfer,259,2021-08-06,2021-08-17,0,2GB,754,Online,Low,0,744,22188,1TB
Africa,Angola,Namibe,CK Tech Store,5,Lenovo,ThinkPad X1 Carbon,HDD,John Graham,Returns,20514,25243,Finance,584,2023-08-26,2023-09-09,21723,2GB,564,Online,Medium,0,984,23578,256GB
Africa,Ghana,Northern,ABC Computers,9,Acer,Predator Triton 500,HDD,Amanda Hurley,Repairs,12774,15888,Bank Transfer,77,2022-04-11,2022-04-27,0,16GB,612,Online,Medium,3504,329,14846,1TB
Africa,Ghana,Upper East,Jacks Hardware,5,Asus,VivoBook S14,HDD,George Morales,New Sales,3729,6673,Cash,204,2022-08-29,2022-09-27,0,8GB,634,Online,Low,0,268,6624,256GB
North America,Michigan,Dearborn,Mini Tech,2,Samsung,Notebook 5,SSD,Michael Gomez,Repairs,9404,13816,Finance,453,2022-04-12,2022-05-11,48086,8GB,717,Online,Medium,2287,427,12061,500GB
Africa,Nigeria,Taraba,Ricks Computers,3,Asus,Chromebook Flip C434,SSD,Mary Shaw,New Sales,17874,20339,Finance,686,2022-05-06,2022-05-20,29781,4GB,535,Online,High,0,531,18372,1TB
North America,California,Santa Ana,GH PC Shop,4,Toshiba,Tecra,SSD,Sean Rodriguez,Repairs,25664,28068,Finance,490,2023-09-03,2023-09-26,43071,16GB,463,Online,Low,1878,216,25676,256GB
Africa,Kenya,Taita-Taveta,XYZ Tech,2,Samsung,Galaxy Book S,SSD,Misty Green,New Sales,26342,29333,Bank Transfer,790,2022-07-02,,0,2GB,648,Offline,Low,0,220,29241,500GB
Africa,Tanzania,Dodoma,ABC Computers,6,HP,Elitebook,HDD,Tara Price,Second-hand Sales,21286,24309,Finance,293,2023-04-08,2023-05-02,21396,8GB,459,Online,High,0,642,24191,256GB
North America,Michigan,Warren,CK Tech Store,10,Samsung,Notebook 9 Pro,SSD,Casey Dunn,Repairs,8870,12758,Finance,525,2023-01-06,2023-01-31,2869,8GB,720,Online,Low,4123,52,9743,500GB
North America,Florida,Port St. Lucie,A & A PCs,1,Apple,Apple Mac Pro,HDD,Mark Evans,New Sales,6429,11218,Finance,422,2024-01-28,,4094,8GB,693,Offline,Low,0,503,8514,500GB
North America,North Carolina,Rocky Mount,A & A PCs,6,Microsoft,Surface Pro,HDD,Morgan Moore,New Sales,14891,19022,Finance,29,2023-10-04,2023-10-31,47801,4GB,407,Online,Low,0,798,15053,1TB
Africa,Kenya,Kwale,ABC Computers,7,HP,Pavilion,HDD,Christopher Santos,Second-hand Sales,4731,7004,Finance,802,2022-09-08,2022-09-17,25181,4GB,424,Online,High,0,487,5255,256GB
Africa,South Africa,North West,KyaSand Tech Gadgets,9,Acer,Chromebook Spin 311,HDD,Pamela Zavala,Repairs,5423,9265,Cash,184,2022-04-01,2022-04-15,0,16GB,469,Online,Medium,3296,482,5539,500GB
Africa,Tanzania,Iringa,Greens Laptops and PCs,10,Toshiba,Chromebook,HDD,Mary Fisher,New Sales,24152,26619,Bank Transfer,839,2021-11-15,,0,4GB,640,Offline,Low,0,480,26505,256GB
North America,Texas,Odessa,Ricks Computers,7,HP,Elitebook,SSD,Courtney Morgan,Returns,11713,15233,Cash,296,2023-09-09,2023-09-24,0,2GB,840,Online,High,0,719,15089,1TB
Africa,Botswana,Central,DEF Machines,7,Apple,Apple Macintosh SE,SSD,Justin Schroeder,Repairs,3880,8291,Cash,619,2023-03-23,2023-04-14,0,16GB,661,Online,Medium,1873,514,5814,500GB
Africa,Kenya,Kisii,Greens Laptops and PCs,1,MSI,Modern 15,SSD,Tonya Nolan,New Sales,8758,12734,Bank Transfer,961,2022-02-02,,0,16GB,463,Offline,High,0,278,10793,256GB
North America,Ohio,Strongsville,GHI Machines,10,Lenovo,ThinkPad T14,SSD,Max Mccann,New Sales,18168,22637,Finance,675,2023-07-25,,22230,4GB,680,Offline,Low,0,728,18501,256GB
North America,New York,Mount Vernon,Greens Laptops and PCs,8,HP,Omen,SSD,Natalie Jimenez,Repairs,29357,33859,Bank Transfer,767,2023-03-24,,0,8GB,835,Offline,Medium,1469,691,31860,1TB
Africa,South Africa,Limpopo,Frankies Hardware and Software,9,HP,Spectre,SSD,Pamela Zavala,Repairs,19136,22268,Cash,728,2022-01-01,,0,8GB,595,Offline,Medium,2770,687,21186,1TB
Africa,Angola,Huila,KyaSand Tech Gadgets,7,Lenovo,IdeaPad 5,HDD,Brian Clarke,Repairs,8479,12000,Bank Transfer,962,2023-01-08,2023-01-22,0,16GB,559,Online,Medium,2361,492,10074,1TB
Africa,Ghana,Ashanti,Jacks Hardware,10,Dell,XPS,HDD,Sheila Nichols,Repairs,12469,16989,Finance,719,2021-09-01,,10369,16GB,707,Offline,Medium,3546,170,15642,256GB
North America,Pennsylvania,McKeesport,XYZ Tech,8,Dell,Inspiron,HDD,Julia Dodson,Repairs,3683,6613,Bank Transfer,621,2022-11-28,,0,8GB,769,Offline,Medium,3414,399,4404,256GB
North America,Georgia,East Point,ABC Computers,10,Lenovo,ThinkPad X1 Yoga,HDD,Joe Thomas,Returns,7541,11309,Finance,359,2021-06-18,2021-06-27,470,8GB,503,Online,High,0,756,9997,1TB
Africa,Egypt,Asyut,Greens Laptops and PCs,10,Samsung,Notebook 9 Pen,HDD,Diana Owens,Repairs,8220,10411,Finance,826,2021-11-12,,39156,16GB,435,Offline,Medium,3498,68,9786,500GB
North America,Illinois,Bloomington,Frankies Hardware and Software,10,Asus,ROG Strix Scar III,SSD,Curtis Tucker,Returns,5609,9110,Bank Transfer,955,2022-09-15,2022-10-08,0,16GB,811,Online,High,0,991,8032,1TB
North America,New York,Hempstead,Mini Tech,9,Apple,Apple Macintosh Classic,HDD,Natalie Jimenez,Returns,2766,6328,Cash,138,2021-07-22,,0,8GB,762,Offline,Low,0,737,3665,1TB
Africa,South Africa,Limpopo,Western International PCs,4,HP,Envy,SSD,Pamela Zavala,Repairs,18791,22196,Bank Transfer,736,2022-09-27,2022-09-29,0,16GB,659,Online,Low,2248,628,20296,1TB
Africa,Egypt,Suez,Benjis Tech,1,Samsung,Notebook Flash,HDD,Jacob Hudson,Second-hand Sales,27347,29719,Cash,139,2023-06-05,,0,8GB,846,Offline,Medium,0,58,29421,256GB
North America,Florida,Palm Bay,Greens Laptops and PCs,3,Samsung,Notebook 9 Pen,HDD,Mark Evans,Returns,2748,6239,Cash,684,2023-08-05,2023-08-26,0,8GB,567,Online,Low,0,113,4233,256GB
Africa,South Africa,Eastern Cape,GHI Machines,8,HP,Pavilion,HDD,Mark Landry,Returns,15103,17865,Cash,901,2021-09-14,2021-09-25,0,4GB,833,Online,Medium,0,536,17567,256GB
North America,North Carolina,High Point,S & A Computer Place,3,Toshiba,Chromebook,HDD,Robert Wood,Repairs,5789,9476,Bank Transfer,117,2021-03-31,2021-04-22,0,2GB,618,Online,Low,3100,417,5849,1TB
Africa,Nigeria,Imo,Mini Tech,7,HP,Omen,HDD,Brian Gonzales,New Sales,22690,25639,Bank Transfer,263,2021-03-12,,0,2GB,811,Offline,Medium,0,289,24913,1TB
Africa,Nigeria,Gombe,Ricks Computers,2,HP,Pavilion,SSD,Diana Waters,Second-hand Sales,15182,18996,Bank Transfer,893,2022-12-23,,0,16GB,432,Offline,Medium,0,167,15771,256GB
Africa,Kenya,Trans Nzoia,LJ Computers,3,Toshiba,Qosmio,SSD,Tonya Nolan,Returns,18589,21065,Bank Transfer,424,2022-01-13,,0,4GB,431,Offline,Medium,0,102,20304,500GB
Africa,Tanzania,Simiyu,S & A Computer Place,5,MSI,Alpha 15,HDD,Mitchell Atkins,Second-hand Sales,28523,33450,Cash,968,2022-02-24,2022-03-21,0,2GB,807,Online,High,0,673,32495,256GB
North America,Florida,Pompano Beach,GHI Machines,9,Microsoft,Surface Go,SSD,Rachel Rowe,Returns,11124,14214,Finance,678,2021-07-15,,24811,16GB,447,Offline,Medium,0,299,12432,1TB
North America,Texas,Houston,Greens Laptops and PCs,5,Asus,VivoBook Flip 14,HDD,Ashley Wright,Repairs,26519,31196,Finance,311,2021-05-08,2021-05-11,16398,4GB,452,Online,Medium,3137,988,29357,1TB
North America,Illinois,Decatur,GH PC Shop,2,HP,Pavilion,SSD,Glenda Cohen,Second-hand Sales,16997,21966,Bank Transfer,441,2022-07-20,2022-07-27,0,4GB,698,Online,Low,0,61,21731,500GB
North America,Illinois,Orland Park,Western International PCs,7,HP,Envy,HDD,Jeremy Thomas,New Sales,26800,30494,Cash,967,2022-08-14,2022-08-26,0,2GB,641,Online,Low,0,100,29319,1TB
Africa,Ghana,Upper East,KyaSand Tech Gadgets,8,Asus,ExpertBook B9,SSD,Amanda Hurley,Returns,4553,7666,Finance,401,2022-10-13,2022-10-20,1060,16GB,724,Online,Medium,0,262,6823,500GB
North America,Michigan,Flint,GH PC Shop,10,Apple,Apple Mac Mini,SSD,Teresa Martin,Second-hand Sales,23479,27109,Finance,178,2024-02-23,2024-03-22,1245,16GB,494,Online,Medium,0,507,24851,1TB
Africa,Morocco,Marrakesh-Safi,CK Tech Store,6,Samsung,Notebook Flash,HDD,Justin Kemp,Repairs,17843,22167,Cash,837,2021-11-01,2021-11-29,0,16GB,657,Online,High,2861,406,20190,500GB
Africa,Ghana,Northern,KyaSand Tech Gadgets,3,Apple,Apple Mac Pro,SSD,Kevin Lee,Returns,27505,32012,Finance,425,2021-10-13,2021-10-18,27886,4GB,575,Online,Low,0,390,29446,256GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Western International PCs,5,Apple,Apple Mac Pro,SSD,Christopher Nicholson,Second-hand Sales,15808,19812,Bank Transfer,124,2023-10-21,,0,2GB,674,Offline,High,0,570,19058,256GB
